Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueRss6 PeakValueRss7 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 PeakValueVsize6 PeakValueVsize7 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobCPU6 TotalJobCPU7 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5 TotalJobTime6 TotalJobTime7
1579388400.0 4.28 NA 57 458 0 NA NA NA NA 112 559 0 NA NA NA NA 131 1495 867 NA NA NA NA 352 1059 906 NA NA NA
1579388400.0 4.29 NA 39 467 0 156 NA NA NA 79 550 0 245 NA NA NA 212 2038 450 850 NA NA NA 139 929 461 548 NA NA
1579388400.0 4.36 NA 57 473 0 NA NA NA NA 105 562 0 NA NA NA NA 236 2388 448 NA NA NA NA 173 1121 464 NA NA NA
1579388400.0 4.37 NA 60 480 0 NA NA NA NA 100 567 0 NA NA NA NA 209 2885 462 NA NA NA NA 181 1291 485 NA NA NA
1579388400.0 4.4 NA 29 479 0 NA NA NA NA 81 571 0 NA NA NA NA 175 2664 446 NA NA NA NA 123 1135 459 NA NA NA
1579388400.0 4001.0 NA 162 559 NA NA NA NA NA 383 680 NA NA NA NA NA 911 1545 NA NA NA NA NA 517 848 NA NA NA NA
1579388400.0 4006.0 60 145 532 NA NA NA NA 139 373 658 NA NA NA NA 1095 670 999 NA NA NA NA 496 439 761 NA NA NA NA
1579388400.0 4007.0 56 86 459 NA NA NA NA 117 381 581 NA NA NA NA 1200 248 487 NA NA NA NA 684 243 599 NA NA NA NA
1579388400.0 4008.0 43 0 0 NA NA NA NA 89 0 0 NA NA NA NA 674 105 267 NA NA NA NA 431 52 344 NA NA NA NA
1579388400.0 5.4 319 0 NA NA NA NA NA 494 0 NA NA NA NA NA 550 110 NA NA NA NA NA 422 126 NA NA NA NA NA
1579388400.0 500205.0 NA 186 545 0 NA NA NA NA 416 670 0 NA NA NA NA 6291 1421 329 NA NA NA NA 3467 781 343 NA NA NA
1579388400.0 500207.0 NA 174 540 0 NA NA NA NA 414 667 0 NA NA NA NA 6150 1336 316 NA NA NA NA 3312 752 337 NA NA NA
1579388400.0 512.0 0 NA NA NA NA NA NA 0 NA NA NA NA NA NA 2305 NA NA NA NA NA NA 3176 NA NA NA NA NA NA
1579388400.0 515.0 0 NA NA NA NA NA NA 0 NA NA NA NA NA NA 2393 NA NA NA NA NA NA 3558 NA NA NA NA NA NA
1579388400.0 518.0 0 NA NA NA NA NA NA 0 NA NA NA NA NA NA 2416 NA NA NA NA NA NA 3566 NA NA NA NA NA NA
1579388400.0 520.0 15 40 0 NA NA NA NA 57 84 0 NA NA NA NA 1289 56 7 NA NA NA NA 1745 73 13 NA NA NA NA
1579388400.0 522.0 0 NA NA NA NA NA NA 0 NA NA NA NA NA NA 2489 NA NA NA NA NA NA 3937 NA NA NA NA NA NA
1579388400.0 525.0 0 NA NA NA NA NA NA 0 NA NA NA NA NA NA 503 NA NA NA NA NA NA 701 NA NA NA NA NA NA
1579388400.0 526.0 0 NA NA NA NA NA NA 0 NA NA NA NA NA NA 2353 NA NA NA NA NA NA 3387 NA NA NA NA NA NA
1579388400.0 528.0 0 NA NA NA NA NA NA 0 NA NA NA NA NA NA 491 NA NA NA NA NA NA 704 NA NA NA NA NA NA
1579388400.0 529.0 0 NA NA NA NA NA NA 0 NA NA NA NA NA NA 2387 NA NA NA NA NA NA 3530 NA NA NA NA NA NA
1579388400.0 530.0 15 40 0 NA NA NA NA 57 84 0 NA NA NA NA 1276 50 7 NA NA NA NA 1529 40 11 NA NA NA NA
1579388400.0 554.0 15 38 0 NA NA NA NA 57 84 0 NA NA NA NA 2182 53 7 NA NA NA NA 2753 43 12 NA NA NA NA
1579388400.0 7.1 55 82 171 55 0 NA NA 107 367 252 104 0 NA NA 1386 329 304 57 97 NA NA 719 344 358 139 106 NA NA
