Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5
1579388400.0 136.803 NA 207 539 0 NA NA 323 687 0 NA NA 1714 2797 1073 NA NA 1613 2227 1117 NA
1579388400.0 136.8311 NA 186 0 NA NA NA 274 0 NA NA NA 2161 117 NA NA NA 2071 171 NA NA
1579388400.0 1360.0 87 101 558 0 NA 159 376 669 0 NA 2719 385 1511 594 NA 1526 337 1552 801 NA
1579388400.0 1361.0 87 100 560 0 NA 159 377 672 0 NA 2884 524 1609 570 NA 1764 1125 1958 608 NA
1579388400.0 1361.17 68 209 669 0 NA 129 474 834 0 NA 3291 1375 2258 1726 NA 2514 1725 2643 1991 NA
1579388400.0 1362.0 87 100 555 0 NA 157 377 669 0 NA 3690 504 1564 590 NA 2706 502 1929 764 NA
1579388400.0 1362.17 68 199 666 0 NA 128 470 826 0 NA 3580 1348 2207 1702 NA 3140 1253 2924 1951 NA
1579388400.0 1363.17 69 211 673 0 NA 132 473 829 0 NA 4472 1453 2265 1713 NA 2742 1739 2761 1887 NA
1579388400.0 13992501.0 NA 256 813 0 NA NA 426 994 0 NA NA 2411 3465 585 NA NA 1439 2568 633 NA
1579388400.0 13992502.0 NA 254 796 0 NA NA 411 1035 0 NA NA 2417 3688 597 NA NA 1390 2725 652 NA
1579388400.0 140.0 72 87 287 0 NA 127 359 389 0 NA 3334 342 767 223 NA 3147 366 1222 303 NA
1579388400.0 140.51 NA 38 321 0 NA NA 103 438 0 NA NA 509 1792 263 NA NA 414 1384 344 NA
1579388400.0 140.52 NA 347 324 0 NA NA 483 432 0 NA NA 2121 1816 260 NA NA 1649 1385 354 NA
1579388400.0 140.54 NA 333 0 NA NA NA 451 0 NA NA NA 1318 339 NA NA NA 1604 388 NA NA
1579388400.0 144.6 NA 413 NA NA NA NA 502 NA NA NA NA 2393 NA NA NA NA 2304 NA NA NA
1579388400.0 145.0 71 89 291 0 NA 119 369 394 0 NA 2406 384 779 230 NA 2174 494 1263 362 NA
1579388400.0 148.0 102 150 650 0 NA 154 398 813 0 NA 7037 615 3178 973 NA 8033 688 3193 1126 NA
1579388400.0 149.0 55 95 587 0 NA 108 377 720 0 NA 1145 352 1712 971 NA 739 468 2354 1166 NA
1579388400.0 150.0 67 114 331 0 NA 112 378 457 0 NA 2587 364 1044 359 NA 2406 352 1292 412 NA
1579388400.0 150.1 NA 97 324 0 NA NA 381 443 0 NA NA 366 1032 366 NA NA 772 1797 419 NA
1579388400.0 150.2 NA 96 322 0 NA NA 381 429 0 NA NA 359 921 363 NA NA 711 1395 424 NA
1579388400.0 150.3 NA 99 324 0 NA NA 374 448 0 NA NA 354 910 368 NA NA 912 1377 420 NA
1579388400.0 200.0 NA 156 507 0 NA NA 382 630 0 NA NA 881 2131 436 NA NA 600 2090 478 NA
1579388400.0 2017.11 389 0 142 NA NA 544 0 216 NA NA 1459 278 652 NA NA 1445 363 689 NA NA
1579388400.0 2017.12 378 0 139 NA NA 543 0 212 NA NA 1127 269 592 NA NA 1408 345 824 NA NA
1579388400.0 2017.13 399 0 NA NA NA 601 0 NA NA NA 1192 282 NA NA NA 1187 367 NA NA NA
1579388400.0 2017.2 325 0 136 NA NA 550 0 207 NA NA 1002 257 593 NA NA 1090 438 1006 NA NA
1579388400.0 2017.3 331 0 134 NA NA 542 0 211 NA NA 1010 262 558 NA NA 1284 376 633 NA NA
1579388400.0 2017.4 376 0 136 NA NA 550 0 211 NA NA 1104 272 585 NA NA 1166 407 753 NA NA
1579388400.0 2017.5 372 0 139 NA NA 546 0 211 NA NA 1119 273 587 NA NA 1140 430 746 NA NA
1579388400.0 2017.7 379 0 137 NA NA 556 0 210 NA NA 1035 247 593 NA NA 1126 377 786 NA NA
1579388400.0 2017.8 182 NA NA NA NA 273 NA NA NA NA 426 NA NA NA NA 414 NA NA NA NA
1579388400.0 202.0 NA 174 515 0 NA NA 374 646 0 NA NA 912 2314 441 NA NA 780 2198 479 NA
1579388400.0 203.0 NA 158 514 0 NA NA 381 629 0 NA NA 802 2073 439 NA NA 708 1987 473 NA
1579388400.0 205.0 NA 158 529 0 NA NA 374 640 0 NA NA 964 2204 463 NA NA 697 1998 558 NA
1579388400.0 25.0 NA 113 475 0 90 NA 363 595 0 128 NA 2555 3863 483 243 NA 1122 2181 525 297
1579388400.0 250199.0 258 NA NA NA NA 425 NA NA NA NA 3136 NA NA NA NA 1497 NA NA NA NA
1579388400.0 250200.0 NA 263 635 0 NA NA 512 777 0 NA NA 8807 2695 610 NA NA 6621 2521 841 NA
